UserId,ProductId,Rating
A3V4F3JNGOAXH4,B00005CDSP,3.0
A37AGMAY19TNJ0,B00016X68Q,3.0
AKVTM6K3C2IMU,B0009OAHVO,2.0
A3JO7Y7AEGUPZJ,B00008MNZH,3.0
AOGTA5AJ504BO,B000127UVY,1.0
A174U71I3NP4SP,B00006598X,2.0
AP3N98718F91V,B0000632EE,2.0
AXFVVPMX8EH88,B0002DO1RI,1.0
A2WBE2KEU8NTXG,B000052YM8,3.0
A2QY6T129INF7S,B0006IXSG4,2.0
A3SHO4WFBWDWO6,B0009I4M02,2.0
A38T55CCT4B3E6,B0009F3M6A,1.0
A2QKVDOUPJC4Z6,B00013TQRE,1.0
A2XKHDXTKFY6R7,B0000532I0,3.0
A3JUVF50ORKLZE,B00016XJ4M,2.0
AMUXU4POKNEGG,B00005TZU8,2.0
A2945G0HLY9TQ3,B000143AY8,1.0
AOGTA5AJ504BO,B0006Q0HEC,2.0
A3FZL15B9HUNXF,B0000AJ3PU,2.0
AJB25H2L9IUKU,B00005A9WP,3.0
AUM1HS14KV61A,B00027D8IC,2.0
A1Z75R3T39OXBX,B0009OAI40,2.0
A1XT9TZ8MLPXBQ,B0002Z0U5I,2.0
A3V13AB6MVJEON,B0009I4MFW,2.0
A2V27SE88GQM2N,B00025WYK2,1.0
A3919DPCCXQLO9,B00005REAT,1.0
A26TZDYB3ID31W,B0009OAGRE,1.0
A2DF7HK4RNYTAN,B000094Q6C,1.0
AU2OR5C32QDO5,B00021D6JE,2.0
A1NNNWPPLUOUPD,B0002YLY9K,2.0
A2RRAT4W78ZTWU,B00028F0NM,3.0
A1GA7P3XGKMGR8,B0006NY35E,3.0
A2G6UU87R5XLD1,B0002JGIZA,1.0
A1IXXSLN448VM2,B0006MSVCG,1.0
A11YSZW8CJI006,B0002JKPA4,1.0
A1FW79MF95PIQ1,B00011QVIS,2.0
A35XFI5R1FHQHL,B00016WW8Q,2.0
A3HWYFFO7UYEQR,B0000535UM,2.0
AVT4AA5AENQDO,B0002ZFUYY,1.0
A3LVG081YTX3G,B00005V5OU,2.0
A1QHT6R2I45PVW,B0000UTUVU,1.0
A3229XXKDA4TI3,B0002TSCZY,2.0
AYOMAHLWRQHUG,B0006B12KK,2.0
AENW6HCEM315,B00005TZU8,1.0
A2H23BGY1H7Y53,B0006HCE60,3.0
A2SQCSV985X8RH,B0001MROQA,3.0
A21TOLI6QZZN72,B0000Y8H3S,2.0
A2GQDF7F0JNF5G,B0000YUWY0,3.0
AB8UMO3TRNKE3,B0007CXXDM,2.0
ATPSF6QPZ19OK,B00027DMSI,1.0
A32ZTY33CHQJVM,B00080DK86,1.0
A3JZIWN13OKSN1,B000273PEO,1.0
A3HSVFAMCDT4W4,B0007WL21M,1.0
AAJK2542MNB9L,B00092M30O,2.0
A1T3ABYVI18545,B0000ZHH5G,2.0
A2VXAFKKA8LZK,B0009R33U8,2.0
A1FS895F2MJZGO,B00013YZ7U,2.0
A2DVA0P7SJVIV6,B0002KS5VE,2.0
A1GQ3SDJB9W4Q0,B0009DT39W,1.0
AIUILBARGTI69,B0009EXONC,4.0
A10GUAYV0VENIN,B0006ZWUIE,3.0
A1J3X29V3B6E2T,B00005O0MZ,2.0
A3VU72O2BZSPXW,B00015XAQ0,1.0
A1NITO6ZU77T0H,B00004U9UY,2.0
A3CWS4SXR4G7XJ,B0009OAHRI,3.0
A1G0W78LD1DVYP,B0002L992C,4.0
A11B1AGXKHS27L,B0000632EE,1.0
A31BYB2R0YY3NG,B00016X06O,3.0
A2HWVQBJJ22WDM,B0000Y3GF2,3.0
A2DAI8CEW40QHG,B0002M6ZLY,3.0
A1FBQ0MLDLKKZ9,B0009M0C5W,2.0
A3PGZXZYZ8LDKK,B0002RPTX4,4.0
A1C7AYSQTSGA1H,B000141O6E,2.0
AA5SEMTXVAHL,B0001MROQA,2.0
A1ADXC6BJ7VP4,B0009I4M02,3.0
AEWIK13GF1KQF,B0006ZHK7A,1.0
A2V27SE88GQM2N,B00021D6JE,1.0
A3FBAP4CF2IPA3,B0009R34JI,2.0
A3KB0JNZGR5JT6,B00016X06O,3.0
A2OGXNL84WCOHD,B0007DHMBK,2.0
A37IMIZP5EHC6S,B0001ZYLAO,1.0
AS39MLYV0KZNZ,B00004U9UY,1.0
A3MIMSBVMYPU05,B0007W1R58,1.0
A2P2NDCHBWJ4C6,9790790961,3.0
A3HNG0ULLR1XE3,B00015HBD8,2.0
AP7D6HQVD9XSY,B0002M9LP6,1.0
A1HEB1RHNOB4HK,B0009OAHWI,1.0
A5ZIASKQFIYHP,B000052ZB2,2.0
ACCN76JNB28WT,B00011QUKW,2.0
A2TZLB3VWBQL88,B0000C4COV,1.0
AT8JPRINM298P,B0000536P3,2.0
A3OW151NEZN0K,B00005REAT,3.0
A1MYVFC0ZJDJMP,B00006ISER,2.0
A2SXWXZCBLW4M1,B0002M9LP6,1.0
A3OCAN2XFZA131,B00021DTEG,2.0
A2W7HHNPVALAYS,B0000535UA,1.0
A12WV3TL2PXS5Q,B000094ZDX,2.0
A1VIMX0RUN1TPT,B000177FXW,2.0
A32QTT0G0L8T65,B00008KA7P,2.0
A1EODKOIGPZ4K4,B0009R33U8,2.0
A1W2XECN2E0VK2,B0009OAHRI,3.0
A3FAOBO8T88TIT,B000146LKS,1.0
A283E10LMWT2FO,B00028M3N2,2.0
A22RHUY40UQ9MR,B0002YE8WA,1.0
A330WA87Q307UE,B0009HIFRY,2.0
A33ZU62LE95LPU,B0006LNMIU,1.0
AE8RH0E4OZFOQ,B0001AQCII,2.0
A4QPTE8L3LLIL,B0000UTUVU,2.0
A6Z2FRHEOK0X4,B0009OAGXI,3.0
A2GBXO32MMWURF,B00020DY2O,2.0
A1ZONO6QREUL60,B0009ET3SC,2.0
A1QZ5KXDJ7E9PF,B00006JT6O,2.0
A1BPYFQGHDT5N7,B0000950LF,1.0
A1YHMZXIXSOHOJ,B000127UVY,2.0
ASR8YGXT0YXXW,B00016X06O,2.0
A1R3NLKA0EMOL6,B0007Y5C52,1.0
A2ECFML5ZKFIQB,B0000Y3GIE,2.0
A1P8G28KNDS0OK,B000052ZB4,2.0
A3P3MGU8ZD5RJV,B00080DK86,1.0
A3Q78YLA7MQ3Y6,B0009F3M6A,1.0
A1RCCAONP7G4OK,B0009EILKS,3.0
A2LJBPNVWRCCJI,B0002QB1SC,2.0
A1PBHZTMEF65VT,B0006NY35E,4.0
ASR8YGXT0YXXW,B0001EL9AK,2.0
A1ODOGXEYECQQ8,B0001EL658,4.0
A1PMI7XY9JJMLB,B0000532I0,2.0
A90UMUUG7DFCU,B000142FVW,2.0
A3B9CSSYZ4934Y,B0000Y3GF2,2.0
A23T1D4AT01RGS,B00005V5OU,2.0
AYL5UG2HZ3JNK,B0009F3NYQ,2.0
A3SYLHWN2ZU65D,B00006IV2F,2.0
A2KR6UDU38MPHT,B0006GBEYE,3.0
A1HKW1PPOQFVL9,B0009MHJE4,3.0
A32BKFUA52T69B,B00027CDY2,2.0
A1TNHIG68W5UZW,B00014DKKC,2.0
A20REMI1B8HZPT,B00027DDOQ,1.0
A2PF32Y3FXI8OW,B0000Y3COC,4.0
A846WDDH4YXZF,B00011QVIS,2.0
AWUECK3TQQHMD,B0006M56BK,2.0
AEVBCVB7Z4KQK,B0002VJIH8,2.0
AGQKIQXRLDYV6,B000271KR8,2.0
AMCPTON572D5Y,B0009M0C5W,2.0
A1UAAHVWAPMYSS,B00011QVIS,1.0
A2IF26E5HBP64L,B0007CXX82,4.0
A2SPAROS5PSI8X,B0009R34JI,4.0
ARQNP74AA8QLZ,B0001ZA4CS,3.0
A38TSFYDIYXIN4,B0002Z8SE8,2.0
A2ZDK3V1OAUB1G,B0001ZYLAO,1.0
AZLXFHIJ0J4VQ,B0006Q0HEC,4.0
A10NMELR4KX0J6,B0009OXHC0,2.0
A2RFTPD24JTKQ3,B0002VJIH8,2.0
A1EUAT9TPFDF51,B00009YJSJ,1.0
A2188TTWZPKN35,B0009F3M6A,1.0
A2L9EICT9AZ9AN,B0002DO1RS,2.0
A1B89QLQZICCYG,B0002Z8SZW,2.0
A26HLDEPLD8ADW,B0000535RD,2.0
A2FMO5QY0E4IQW,B0002UEDWE,1.0
A3KTKFVT2C6BUG,B0009OAI1S,2.0
AWGD8WG6ZFM83,B0002M9LP6,2.0
A6UADTLMGWMPX,B0000535UM,3.0
ATKAR2JI1DGWV,B0006GDATQ,1.0
A36QHA9LRVFK9S,B0000Y3FRG,2.0
A1YVVWCF3FASGK,B00092M2ZU,1.0
A3KQ3G2UYIGVTB,B0002Z0U5I,1.0
A56VNXQLY6M2W,B00014FTTM,2.0
A32TXLHXQ0M1KM,B00028OSI0,2.0
A37E5KVAKOZFVS,B00016XJ4M,2.0
A3VU2J7G0U35AU,B00016WW8Q,2.0
A2Z68ZGUAFR515,B0000UJJH0,2.0
A1VQNEN1483LU2,B0009OAIE0,2.0
A282RMI45W63C5,B00092M2VO,2.0
A11LHBL6AUFPN8,B00013TQRE,2.0
ANP2HRJGC0Z43,B0006IJA5C,1.0
A2SPUNKFQGPH9V,B0000536M2,2.0
A3OE9XA2RLSJ7X,B0001TSJPI,3.0
A1UNBTS4Y7JKSV,B0009F3OS6,2.0
A1LFCPQ8OPZZP1,B0002260DW,3.0
A3JKF3S6RX77HD,B0007IQMVG,1.0
A33LSIG5BKBMQB,B000056KK0,1.0
A259F6WQ15XNNS,B00021BEXY,2.0
A1Q7WVKIM5DQQF,B000068U49,2.0
A1ZLQ94APPZVN7,B0002DUSUW,2.0
A3JJY85ZCNVBLR,B0009EXONC,3.0
ASRFYEXN8GWX9,B0002Z0U5I,3.0
AEH8SAF1YJFGD,B0000535UT,2.0
A1IBFZ2NFTSMNS,B0009OAGSI,2.0
A36AQ8V7UIZTO2,B0002XG9X2,2.0
AUEKC1Q3CVL7A,B00015XAQ0,2.0
A60PQ5OAJYXWQ,B00092M30O,2.0
A3ETB5MT93U6Y8,B0008F6ZDI,1.0
A39GBQ2Z95XSDX,B0006ZEVU4,1.0
A12E7YLY0TCBBV,B0002Z8SE8,2.0
A1JWRTP694WMUC,B00004TUBV,2.0
AG9TDPXPIJUZU,B0000536P3,2.0
A26XKHQSJXO967,B00014JKG0,2.0
ATBB41Q50WTWA,B0009F3R7E,2.0
A3M98644VDFE0R,B00005A43X,1.0
A32QTT0G0L8T65,B000142C1A,1.0
A3HO2SQDCZIE9S,B0008GGH58,2.0
A129X87Z9UD01D,B0009MHJS0,2.0
A2IRLLBXNK5LTH,B000142C1A,1.0
A1RK0SXW6MU33Y,B00005A43X,1.0
A3VLTT45T236B,B00008CMOS,3.0
A1M9PP3OUG7P9N,B00008X5CH,1.0
A8Y28LPJ4TS7G,B000271KR8,1.0
A27KIA4P0NA500,B000052YMX,1.0
ABKF3G6FRNTXI,B0002B0R14,1.0
A30XKZVMU4U9MS,B00021B8L2,3.0
AMUZTLYVO3ZLN,B0000535RA,1.0
AETKMPV8I84Q8,B0001431AG,1.0
A3C9GG0QHODCKX,B00027CDY2,2.0
A2X54F8I7P21L2,B0009FHJRS,2.0
A1UK8W9JYFNUCE,B00023KDAW,3.0
AKFX214028T5S,B0002Z8LLI,2.0
AFLIU4A1AS7PE,B0009OAHQ4,1.0
A2N2ROMOXIDPUS,B0009R16O8,2.0
A1RBEYIEY2IVF5,B00021PDN6,1.0
A6J5VQ77QM0TW,B0000535UA,1.0
ATEILE7H7PW93,B0009M0C5W,2.0
A1JBQ6NSZZQOJC,B0002KS5VE,2.0
A38T55CCT4B3E6,B00007KQF3,3.0
A10MES6L5Y8PG9,B0002B0R14,4.0
A1YSVN7EBQZ5XT,B00021BEXY,2.0
AQX8T9SFFK43U,B00004TUBL,1.0
A2IBOJY38HU6YS,B000068U49,2.0
A1ZPZP2JNWF3YF,B000052YOX,2.0
A34RXT56FSA8F4,B000980PGM,2.0
ASVDBR74ACPJZ,B000136P7S,2.0
A32FY7W5FX3ZTL,B000141YHI,3.0
A23FLGGNVYEPQE,B0009OAIE0,3.0
AOXOQBSY44N9Q,B0006Q00IK,2.0
A1LBEW38UPYTY,B0009OAGSI,2.0
A1V8SFQ2KF3H2H,B00021DDYW,3.0
A1MXL3I0MUJ2FF,B0002M6ZLY,2.0
A1TPW86OHXTXFC,B0001TOH8G,2.0
A3N6N2W0UYJQVG,B0002QB1SC,2.0
A81GLJWE824PE,B0006GBEYE,2.0
A2ESA1VGMHQGYZ,B0009RFAPY,2.0
AZSY5LHJ6LN7F,B000141YHI,3.0
A37IRE9GZ0CZ7I,B00092M2VO,2.0
AUHR3HQLMHWIH,B0000ZHH5G,1.0
ASRFYEXN8GWX9,B0000530EZ,3.0
A33ZU62LE95LPU,B0006Q00ZI,1.0
A2YWS9TJUKN7D6,B00008WFSM,2.0
A359N72QFBDCE5,B00021DTEG,1.0
A8XIUO8QMCG8Y,B0002Z8HAI,2.0
A1NW3BN8HF400A,B0007X74E0,3.0
A2RM088GD8KKV1,B00008O2X5,2.0
A3HPHCW6NAYEXB,B0006GZAKI,1.0
A3QU6ISUKVTW6D,B0007CXX82,2.0
A1BDYA13UVKJQ5,B00006JN4F,1.0
AUV5RQZ5ERKH2,B00028LN1K,1.0
A3HU9QGP60FRP4,B0002JGIZA,3.0
A2P683JSJXYVSK,B0000535UA,1.0
AQRG3K8HA2OB7,B0009OAHVO,3.0
ASRFYEXN8GWX9,B0007CXXDM,3.0
A3GK9T2XC6Q32,B00005A9WP,1.0
AY6EFQW46SVU2,B00008ZPGA,2.0
A338TV7XST52KI,B0006HCE60,2.0
A12JRUHLRWNKYI,B0009EXOO6,3.0
AVLWQ2JE5XFOP,B00023KDAW,2.0
ADNSV5NPFOUHH,B0009OAIE0,2.0
AFRJQ3RK97DK9,B0009OAHEQ,2.0
A2Y17UITAFQ927,B000052YP6,1.0
A2W6CT3R4QZFYU,B00016X604,3.0
A2NK1DU5UEDOPV,B0000533CC,4.0
A1ICT4ZTQI2LJN,B0001XLSQ6,1.0
A2VS45NBHGX4W,B0002JKQ8K,4.0
A2D3H2F628I0HD,B0000YV83O,2.0
A2QX7AILTSOGL5,B00011JOR8,2.0
A38UVNUEMZ8ZX5,B000066CKS,1.0
A1VX8ZNHQ52WN7,B0002G21GI,2.0
A2UGB1SMMGF5HC,B0002DO1RS,2.0
A2IT6RAMCKV5DX,B0000530ED,2.0
AMUXU4POKNEGG,B0006OU078,2.0
A3S2AYF6LWQGIE,B0002Z8LLI,1.0
AJH1W7OZFOQOV,B000052YP6,1.0
A2HR5PM0ZTV8HH,B00014D1OW,2.0
A2G4CPAKZRLG6Z,B0009R34JI,2.0
A1N2UYZX7URAQB,B00021DTEG,1.0
AYNXTXGDNGPUT,B0009P4PZC,2.0
A3GN49KJH4C6B5,B0009M0C5W,2.0
AKS99XILG2FU6,B00028OPZ6,1.0
A18VR0K9U0KVL9,B0000YV83O,3.0
A1Z2MTAV9Z4LN6,B00016XJ4M,3.0
A2LZY63GHFDBOJ,B0009OAFUM,3.0
A1GQ96G63ZEIJ0,B0001TSJPI,3.0
A36XIYLD6AP4VC,B0000535CH,1.0
A1HS0VQQDMOJP2,B00014D1OW,3.0
A32L4WJPIPP1GY,B00015HBD8,2.0
A2DGK3VPJXWT22,B0002Z81O0,4.0
A1VNFH9JQENIJ0,B0001ZA3Y2,1.0
AEYUQ841AFPX2,9790790961,2.0
A2DAI8CEW40QHG,B0009OAHOG,2.0
A3LNEOKP5MK1H7,B00028F0NM,2.0
AW0UZWPJQN2V1,B0000EZ1OQ,2.0
A1NZPAUI4UYKZ5,B00027D8IC,3.0
A1UU3T2DH5MMIB,B00008CMOS,2.0
A2Q9WAY4AWMHNN,B000052WYD,2.0
A3NF67AK7NEVPN,B00006FRW7,2.0
A2HUPU0ALFOY1Z,B0007DHMCO,1.0
A1W5WWF32CBT8F,B000052YQN,2.0
AWSEZKRDIS2X1,B0002JGIZA,2.0
AMUKWXYPM3QPP,B0008F6ZDI,2.0
A1533TRCGLSP5K,B0009OAI7C,2.0
A1H4NFXAJQRQ2K,B0000CNR0J,2.0
A2TY46IODPRHXJ,B00021AYF8,2.0
A1BADIZAR3UK5J,B00014FTTM,3.0
A3OGIEP1GO7JWC,B000142Q6G,1.0
AK5VNINR24TZF,B0009ML5M6,3.0
A1JPXK38UHUSP7,B000052YOX,3.0
A3HW9IH600BGIW,B0000CNR0E,1.0
A2AGP4YGMFPRSG,B0002DUSUW,1.0
A2ONKVCEKZSAE9,B0000536M2,2.0
A1MZE79TABL4QV,B0000YUX4O,2.0
AYFB95RI4UXA3,B000052XZX,2.0
A3E5N3YBLZCU5Q,B0006OJQ14,1.0
A1T1F6QRJ2LJU5,B0009OAFUM,2.0
A1034GEUA8ZVFR,B0002M6ZLY,1.0
A1MXL3I0MUJ2FF,B0009OAHIM,1.0
A3C1L5B2HOMMSN,B0002Z8HAI,2.0
ADRCK0SM25NNO,B0009OAGSI,3.0
A9O3V0446E8L0,B00006IV22,1.0
A13Q6WWE21ROBX,B00028LN1K,2.0
A367K9QUY0GK4J,B0009OAFUM,3.0
A1KD07Z3Q7M4KG,B0009OAHNM,2.0
A3UZPFEVHP4JMG,B000052YJM,2.0
AUZ8FSNOTA0DN,B0000682T7,2.0
AAPA49LSP78OF,B000068U49,2.0
A1J3GRE1O9CR9,B0002X9038,1.0
AFJWGGXE0KGUB,B0002L992C,3.0
A12W5TO40SSGLB,B0006Q3NTS,1.0
ALHBH47HE2LVW,B0001ZYL3Q,3.0
A2L9P8VWAE1T1R,B000052XZX,2.0
A1GB5P5A2Z7135,B00070QF20,1.0
A2T95JFC0OJOGL,B0000535RD,3.0
A1QXXOZNFS21Q,B0001AQCII,3.0
A1LHM8LKNTLSS,B0007CXXGO,3.0
A2O9VS6KBT3NQS,B0002KS5VE,2.0
AI0RG0U19LD0J,B00066YC34,3.0
A87JI1JMRS0PG,B0002Z8SZW,1.0
A3EEY7PV8EYYB9,B00006ISER,2.0
A3HXZXT2YVVD3J,B0000C0XL8,2.0
A1SKC2WTMHERC3,B0009OAHVO,2.0
A2L5ZVRQ4LD76W,B00014JKG0,3.0
A2QKVDOUPJC4Z6,B0009OAHC8,2.0
A2ZJF26DWW28MO,B00016RIIA,1.0
AB1TXTH9KT4YM,B00014WW38,2.0
A20K6MVD6LGXI1,B00092M2ZU,2.0
AC1RJK3LSF4RQ,B0001Y74VS,3.0
A26MI2FJFBZ8UF,B0006ZWUIE,2.0
A39SD7UPMU5XHG,B0009OXHC0,2.0
AVSBFMITPYO8D,B0000CC64W,1.0
A1OK6GRKNHISTG,B0001ZYL3Q,1.0
AXYPO0EBN4KT6,B00099Z2OQ,2.0
A3T666MUEEYCSS,B000093A0U,3.0
AXHBJ2HA38D26,B0000UTUW4,1.0
A1E659U2E7BL6X,B0001YXXUY,3.0
A21TOLI6QZZN72,B0000ZLEX2,1.0
ATTVXN98M86R6,B000053L6W,2.0
A2MLBT0QSSJFYX,B0002G214U,2.0
A3MJWV0A9KY0M,B00005CDSP,2.0
A11X7614VJYIXF,B0000Y3LAC,3.0
AR33T0KGFAYHD,B0001ZMXSQ,2.0
AQ05D4A7A2MDO,B00004U9UY,1.0
A1DNFMJLPZD4WD,B00005A443,2.0
A3KY37KN7Z5LL9,B0002G21GI,4.0
A1QU7P1W80R1VS,B000092OX4,3.0
A3SMLVTISO0GFR,B00074XC68,2.0
A3E5N3YBLZCU5Q,B0002FBOLW,2.0
A1SBVY5DX5ZKUX,B0001ZA4CS,3.0
A1VIQTR7EZ8FCT,B0000632EE,2.0
AKJYKWQPHIYAW,B00064H44K,2.0
AE0BM99KXYOJJ,B00006IV30,3.0
A3L2HLERLFJ9SR,B0006IJA5C,2.0
A12AU3CNAWYO5D,B0009OAIE0,3.0
A1OOMXOB0TT2AN,B0006ZYPVE,1.0
A2G6UU87R5XLD1,B0009OAHQY,1.0
ACXS9HMZ8931M,B0001EKTZQ,2.0
A3JFPKDTME92SU,B00017XWJ8,1.0
A1W7284GAEKNLN,B0009PVV36,2.0
A1PY62DPPF1032,B00027CGWQ,2.0
A2NT8MLNL28QVB,B0009OAHIM,2.0
A166ZEAUD9303A,B0001MROQA,3.0
A2DX591OPYVERW,B000196U04,1.0
AWN8Q7FYS4G09,B0006IHDQ0,1.0
A3PR1J7HNI2I5R,B00016RIIA,2.0
A1EY2DVL02ANAV,B0006Q3O3S,1.0
A1FM1OLURDIVHK,B0009R16O8,1.0
A1F9Z42CFF9IAY,B00016XJ4M,3.0
AZW0RIARTTWWR,B00099Z2OQ,2.0
A37SYXFXVDD93U,B000052YQ2,3.0
A3IT0K26MMBVIO,B0000Y8H3S,2.0
A2ZK1I3BPGLOVD,B0001TMDF0,2.0
A1K617WX5PM2CN,B0000CGKLV,2.0
AUV5RQZ5ERKH2,B00008KA8D,1.0
ADDMLPZBD94NJ,B0007IQMVG,1.0
A2Q5V4OK1A0FTF,B0002Z8HAI,2.0
A16THL2YF8IT58,B00021CNCK,2.0
A17BGW0MRBV22C,B0009OAHOG,1.0
A210NBBCXC9RHX,B0009OAHOG,1.0
AAHB43RQ2FZ43,B0000YV6YK,1.0
AUO9MOAPVH0OF,B00014DMQE,3.0
A35QSHYX15RGD1,B00012C0IC,2.0
A2KHKH01L4YK5K,B0001ZYL3Q,2.0
A2VZ5WZ6G3ZY03,B000052ZB4,2.0
A6Q7IR1V6Q0CQ,B00028O7ZO,3.0
AN6MGSKO6M6K9,B0000632EN,2.0
A1HNA4D0TCMB3H,B0000535UT,3.0
A1BX6RBO1YWT39,B000052YM3,3.0
A14WOEZ3FEMYD8,B0006Q01EI,4.0
A16O31RDDJGGFX,B0006II74C,3.0
A14OBF9F7VEOI1,B0009BVK0E,4.0
ASK5QZTWJZWOH,B00021DPHW,3.0
A2DIFJVP2J3P0A,B000052WYD,2.0
A27FA2RZST5PK7,B0002Z8SE8,2.0
A2KM7VRKYOJIZX,B00006FDU6,1.0
A3775ONM8HGEQ3,B0006ZWUIE,2.0
A7SZKNCJXG64E,B00021DTEG,1.0
A28621TSIR5EOG,B0000ZHH5G,2.0
AVSBFMITPYO8D,B000127UUA,2.0
A1FMYCX030FIDE,B00092M30O,1.0
A2EOHSES2H182B,B0000682T7,1.0
AJ0XDD2THAMDW,B00021DDR4,2.0
A2SKYZ713JRJ8W,B0002OMOIA,2.0
A1RGG9WUQ8ODJQ,B00011QUKW,1.0
A19JV1BPRWVCD6,B00092M2ZU,2.0
A3DIYTBNPUDZQP,B0000Y3GF2,2.0
AB85KM0KP7V31,B0006B66D8,2.0
A3FOCWURP79EG3,B00005323F,2.0
A3V8EUSW1ITAJV,B0002XG9X2,3.0
A3OQ56DGYSM7NM,B00011QTZI,2.0
A2LZY63GHFDBOJ,B000052Z9F,2.0
A221P0XHW9C8UK,B0007XFB2W,2.0
A22ME4HA99DCWP,B00006498N,3.0
A2ALH3H1Z8MRC9,B0000UTUS8,2.0
A1H4TR8IEA90LI,B00068CG3U,2.0
A524S5OGD9OPL,B000136P7S,3.0
A1TUUSQODOPXOE,B00008ZPGA,3.0
AFCIB6R3S04EQ,B00069FJUG,1.0
A15MJXN9GBYAYU,B0007506U2,2.0
AFSBN7QDSBEU9,B000052YM3,1.0
A3023P506POH9W,B0006IXSG4,2.0
A344M4952B9D8Y,B0000EZ1OQ,2.0
A364FXH227YMX5,B000142Q6G,2.0
A16B2OQ6617MVS,B000068U49,2.0
A1R9QZ0SVO9L5Z,B0009EXOO6,2.0
A22L7NIRDADRYZ,B0000536P3,1.0
A2LAFSVKDQH2XX,B0006ZHK7A,1.0
A35W3K5L3T3AU3,B0006MSVCG,2.0
A3JZ19BVFZ47QV,B0006ZHCK0,2.0
A3TNGML53S6W6,B0000532I0,2.0
A3775ONM8HGEQ3,B0001AQCII,3.0
A1C7QQRX3801TM,B0001431AG,1.0
A3KN24RGCL3KD2,B0002L992C,3.0
A348X2S776B9G4,B00012FW00,3.0
A1YOAHJAQ3KNDZ,B00011QVHO,1.0
A1JLXZCT64F5JW,B00014FTTM,4.0
